Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
PAL2000003;cancelado;16/06/2016;16/06/2016;0;0531/2016/DC/4600;9954;"16/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
PAL2000010;em ativação;29/06/2016;10/08/2016;0;0121/2016/DC/4600;14647;"15/08/2016 - Cliente validou a ativação do circuito a partir do dia 10/08/2016
15/08/2016 - Aguardando validação do circuito pelo cliente

10/08/2016 - Circuito ativado
Em contato com Sr. Giovane 85 4008 2936, o mesmo informa que ccto esta funcionando perfeitamente, e já foi colocado em produção.
Quando a validação do ccto, Sr. Giovane informa que ira fazer uma solicitação ao seu superior para enviar um email validando o ccto.

08/08/2016 - Agendada ativação para 10/08/2016 as 09h.

08/08/2016 - Serpro respondeu ao e-mail com os contatos técnicos para ativação do circuito.

05/08/2016 - Solicitado novamente ao Serpro o contato técnico para efetuar a ativação.

27/07/2016 - Solicitado ao Serpro o contato técnico para efetuar a ativação.

11/07/2016 - Em configuração.
07/07/2016 - Incidente 786464 solucionado.
06/07/2016 - Incidente 786464 ainda em tratamento. [Incidente - agendado para 07/07 para RNP entrar no site da Eletronorte para resolver incidente]
29/06/2016 - Configuração não pode ser realizada devido ao incidente 786464. Aguardando resolução do incidente para retornar configuração.
28/06/2016 - Em configuração
28/06/2016 - Realizado handover para operação em 28/06."
PAL2000010;ativado;10/08/2016;10/08/2016;50;0121/2016/DC/4600;14647;10/08/2016 - Circuito ativado e validado com o cliente
PAL2000010;pend. implantação;29/01/2016;29/06/2016;0;0121/2016/DC/4600;14647;"27/06/2016 - BLM: Concluído - SLS: Previsto instalação do EDD para 28/06 - Handover até 29/06.
20/06/2016 - BLM: Em mapeamento de FO para auteração do ponto de atendimento para POP RNP atividade ocorrendo em 20/06. - SLS: TVN está aguardando entrega do contrato para iniciar a obra, previsto chegada do contrato para 20/06.
13/06/2016: BLM: CPE Instalado, enviado cordões multimodo via correios em 13/06, previsto chegada para 17/06 - SLS: Fusões na ponta Telebras agendada para 14/06, previsto instalação do CPE TVN para 17/06. e EDD Telebras para 20/06.
08/06/2016 -  BLM: Obra concluída,  equipamento enviado  SLS:agendado fusão de fusão de FO estação Telebras para 14/06, obra na ponta cliente concluída.
06/06/2016 -  BLM: Obra concluída,  SLS: Ponta cliente SERPRO: Acesso concluído em 03/06, Ponta Telebras, aguardando confirmação de par de FO disponível para atendimento SERPRO via cabo Sky.
02/06/2016-  BLM: Obra concluída,  SLS: PPI incompleto aprovado pelo SERPRO. O PPI completo está previsto para ser entregue amanhã, 3/6. Os serviços estavam previstos para acabar hoje (2/6) no cliente. Na ponta Telebras, aguardando resolução da pendência da caixa R2.

01/06/2016 - BLM: Obra concluída - SLS: Aguardando GERT instalar nova caixa de EO em São Luis, aguardando cronograma.
23/05/2016 - BLM: Obra concluída - SLS: Aguardando GERT instalar nova caixa de EO em São Luis, aguardando cronograma.
16/05/2016 - (BLM x SLS) - BLM: Obra concluídar - SLS (TVN): Aguardando GERT informar cronograma de implantação da nova caixa de EO.
09/05/2016 - (BLM x SLS) - BLM: Obra concluídar - SLS (TVN): Em fechamento de contrato com fornecedor de  EILD (TVN)
02/05/2016 - (BLM x SLS) - BLM: Obra concluídar - SLS (TVN): Em fechamento de contrato com fornecedor de  EILD
25/04/2016 - (BLM x SLS) - BLM: Obra concluída - SLS (TVN): Em contratação do fornecedor de EILD
18/04/2016 - (BLM x SLS) - BLM: Obra concluída - SLS (TVN): Em contratação do fornecedor de EILD
11/04/2016 - (BLM x SLS) - BLM: Obra concluída, pendente jumper - SLS (TVN): Em contratação do fornecedor de EILD
04/04/2016 - (BLM x SLS) - BLM: Obra concluída, pendente jumper - SLS (Oi): Em contratação do fornecedor de EILD
29/03/2016 - (BLM x SLS) - BLM: Obra concluída, pendente jumper - SLS (Oi): Em contratação do fornecedor de EILD.
23/03/2016 - OS e VTA enviadas para engenharia
21/03/2016 - (BLM x SLS) - BLM: Obra concluída, pendente jumper - SLS (Oi): Em contratação do fornecedor de EILD
14/03/2016 - (BLM x SLS) - BLM: Obra concluída, pendente jumper - SLS: Em contratação do fornecedor de EILD
10/03/2016 - (BLM x SLS) - BLM: Obra concluída - SLS: Em contratação do fornecedor de EILD
01/03/2016 - BLM: Obra concluída - SLS: Aguardando definição se a construção do acesso será pela rede metropolitana.
01/02/2016 - Enviado OS e VT para engenharia."
PAL2000013;pend. implantação;29/01/2016;00/00/0000;0;0124/2016/DC/4600;14648;"19/09/2016 - Finalizando testes de CPE da ponta de BVA em Manaus, previsto conclusão para até 21/09, em seguida será realizado handover para operação, ativação até 30/09.
05/09/2016 - Agendado testes na estação Telebras de Prodam (AM) para 08/09.
22/08/2016 -  BLM concluído - BVA: Aguardando fornecedor de EILD Oi, previsão de conclusão do acesso 26/08.
15/08/2016 -  BLM concluído - BVA: Aguardando fornecedor de EILD Oi, previsão de conclusão do acesso 19/08 + 10 dias para ativação, previsão ativação do ccto 30/08.
01/08/2016 -  BLM concluído - BVA: Fornecedor de EILD Oi, previsão de conclusão do acesso 19/08 + 10 dias para ativação, previsão ativação do ccto 30/08.
25/07/2016 -  BLM concluído - BVA: Fornecedor de EILD Oi, previsão de conclusão do acesso 19/08 + 10 dias para ativação, previsão ativação do ccto 30/08.
18/07/2016 -  BLM concluído - BVA: Fornecedor de EILD Oi, previsão de conclusão do acesso 19/08 + 10 dias para ativação, previsão ativação do ccto 30/08.
15/07/2016 -  BLM concluído - BVA: Fornecedor de EILD Oi, previsão de conclusão do acesso 19/08 + 10 dias para ativação, previsão ativação do ccto 30/08.
07/07/2016 - BLM: concluído - BVA: Aguardando retorno da Oi sobre a viabilidade e prazo de atendimento.
05/07/2016: BLM: concluído - BVA: Previsto retorno da viabilidade para 27/06 (Oi).
27/06/2016: BLM: concluído - BVA: Previsto retorno da viabilidade para 27/06 (Oi).
20/06/2016 - BLM: Em mapeamento de FO para alteração do ponto de atendimento para POP RNP atividade ocorrendo em 20/06 - BVA: Alteração de endereço, nova viabilidade pela Oi.
13/06/2016: BLM: CPE Instalado, enviado cordões multimodo via correios em 13/06, previsto chegada para 17/06. BVA: Aguardando cronograma de ativação da Oi, previsto para 13/06.
08/06/2016 -  BLM: Obra concluída, BVA: Endereço de atendimento ao cliente SERPRO está incorreto, aguardando comercial corrigir endereço de atendimento ao cliente.
06/06/2016 -  BLM: Obra concluída, BVA: Oi - Aguardando contatos técnicos.
02/06/2016 -  BLM: Obra concluída, BVA: Oi - Aguardando contatos técnicos.

01/06/2016 - BLM: Obra concluída - BVA: Aguardando Oi enviar cronograma de vistoria.
23/05/2016 - BLM: Obra concluída - BVA: Aguardando Oi enviar cronograma de vistoria.
16/05/2016 -  (BLM x BVA) BLM: Obra concluída - BVA: Aguardando Oi enviar cronograma de vistoria.
09/05/2016 -  (BLM x BVA) BLM: Obra concluída - BVA (Oi): Em fechamento de contrato com fornecedor de EILD.
02/05/2016 -  (BLM x BVA) BLM: Obra concluída - BVA (Oi): Em fechamento de contrato com fornecedor de EILD.
25/04/2016 -  (BLM x BVA) BLM: Obra concluída - BVA (Oi): Em contratação do fornecedor de EILD.
18/04/2016 -  (BLM x BVA) BLM: Obra concluída - BVA (Oi): Em contratação do fornecedor de EILD.
11/04/2016 -  (BLM x BVA) BLM: Obra concluída, pendente jumper - BVA (Oi): Em contratação do fornecedor de EILD.
04/04/2016 -  (BLM x BVA) BLM: Obra concluída, pendente jumper - BVA (Oi): Em contratação do fornecedor de EILD.
29/03/2016 -  (BLM x BVA) BLM: Obra concluída, pendente jumper - BVA (Oi): Em contratação do fornecedor de EILD.
23/03/2016 - OS e VTA enviadas para engenharia
21/03/2016 -  (BLM x BVA) BLM: Obra concluída, pendente jumper - BVA (Oi): Em contratação do fornecedor de EILD.
14/03/2016 - (BLM x BVA) BLM: Obra concluída, pendente jumper - BVA: Em contratação do fornecedor de EILD.
10/03/2016 - (BLM x BVA) BLM: Obra concluída - BVA: Em contratação do fornecedor de EILD.
01/03/2016 - BLM obra concluída - BOA Vista: Aguardando viabilidade de EILD
01/02/2016 - Enviado OS e VT para engenharia."
PEL2000006;agendado;16/08/2016;00/00/0000;0;0206/2016/DC/4600;16086;"29/08/2016 - Realizado outro teste de RFC. Foi constatado que tem perda de pacote em certos tamanhos de frames. Técnico PSG não permaneceu no local para realizações de outros testes 

23/08/2016 - Resposta da Datacom para o caso: ""Não identificamos problemas de configuração ou nos equipamentos da topologia e a perda de ping é muito baixa para determinar algo na rede.""

17/08/2016 - Perda de pacote permanece. Mesmo desativado o protocolo IS-IS o circuito continua com perda de pacote para tamanhos de pacote específicos. Foi aberto chamado junto a Datacom

16/08/2016 - Agendado teste em conjunto com o CIGR, Cliente, Operação IP e Ativação para 16/08 as 14h"
PEL2000006;pend. implantação;23/03/2016;05/07/2016;0;0206/2016/DC/4600;16086;"05/07/2016: Realizado handover para operação dia 05/07.
27/06/2016 - MCO: Em substituição do SFP do fornecedor de EILD, previsto instalação até 28/06. - RCE: Concluído - Previsto handover para 28/06.
20/06/2016 - MCO: Em teste de acesso ao equipamento Telebras - RCE: Em teste de acesso ao equipamento Telebras
13/06/2016: MCO: Obra concluída na ponta Telebras e SERPRO, previsto instalação do CPE no cliente SERPRO para até 15/06 - RCE: Obra concluída, agendado instalação do CPE Telebras no cliente SERPRO para 14/06.
08/06/2016 - RCE: Nas pontas clientes e Telebras, previsão de conclusão dos serviços, exceto instalação do EDD (Telebras), em 10/6. - MCO: MCO: Nas pontas clientes e Telebras, previsão de conclusão dos serviços, exceto instalação do EDD (Telebras), em 8/6.
06/06/2016 - RCE: Em obra previsto conclusão até 10/06 (instalar SFP) - MCO: Em obra, previsto conclusão até 08/06.
02/06/2016 -  RCE: PPI aprovado pelo SERPRO. Ponta cliente, DIO será instalado até segunda, 6/6. Na Telebras, será agendada para 8/6 (RDM e ocorrência). -  MCO: Obra no cliente marcada para terminar hoje, 2/6. Na ponta Telebras, obra marcada para 8/6 (necessário fazer RDM e ocorrência).

01/06/2016 - RCE: Em mobilização para início de obra, cliente dia 03/06 e ponta Telebras 08/06 (instalação de SFP) - AJU: Ponta Serpro, aguardando SERPRO aprovar PPI enviado em 31/05 - Ponta Telebras em mobilização para início (instalar SFP agendado para 08/06).
30/05/2016 - MCO: Aguardando PPI - RCE: Obra concluída.
23/05/2016 - MCO: Contrato com fornecedor de EILD assinado em 20/05, previsto recebermos contato responsável pela implantação para agendamento de vistoria até 24/05 (ALOO) - RCE: Aguardando PPI (Sim TV).
16/05/2016: RCE: Vistoria agendada para 16/05 - MCO: Em agendamento de vistoria com fornecedor de EILD (ALOO).
11/05/2016 - RCE: Em contratação do fornecedor de EILD (SimTV)- AL: Em contratação do fornecedor de EILD (ALOO)
02/05/2016 - RCE: Em contratação do fornecedor de EILD - AL: Em contratação do fornecedor de EILD
25/04/2016 - RCE: Em contratação do fornecedor de EILD - AL: Em contratação do fornecedor de EILD
18/04/2016 - RCE: Em contratação do fornecedor de EILD - AL: Em contratação do fornecedor de EILD
11/04/2016 - Em contratação do fornecedor de EILD.
23/03/2016 - OS e VTA enviadas para engenharia"
PEL2000006;em ativação;05/07/2016;07/07/2016;0;0206/2016/DC/4600;16086;"07/07/2016 - Agendada ativação para 07/07 as 14h
06/07/2016 - Em configuração
05/07/2016 - Handover para Operação"
PEL2000006;agendado;07/07/2016;12/08/2016;0;0206/2016/DC/4600;16086;"12/08/16 - Informado ao Comercial a dificuldade que a Telebras/CIGR está enfrentando com a ponta de Maceió para validar o circuito.  GC e Engenhria de Cliente ficou de conversar com o cliente em Brasília para verificar:  O uso do protocolo IS-IS e também um novo contato para os testes em Maceió.
04/08/16 - (Beth) Efetuado teste RFC.
Noc abriu chamado com a ALO Telecom para verificar/trocar a interface do equipamento que está apresentando degradação.

07/07/2016 - Agendada ativação para 07/07 as 14h"
PEL2000006;pend. comercial;12/08/2016;16/08/2016;0;0206/2016/DC/4600;16086;"16/08/2016 - Agendado teste em conjunto com o CIGR, Cliente, Operação IP e Ativação para 16/08 as 14h

12/08/16 - Informado ao Comercial a dificuldade que a Telebras/CIGR está enfrentando com a ponta de Maceió para validar o circuito.  GC e Engenhria de Cliente ficou de conversar com o cliente em Brasília para verificar:  O uso do protocolo IS-IS e também um novo contato para os testes em Maceió."
RJAC000009;pend. implantação;20/07/2015;16/06/2016;0;058/2015/DC/4600;9956;"16/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

08/06/2016 - Em negociação da contra partida com jardim botanico, para inicio da obra
06/06/2016 - Em negociação da contra partida com jardim botânico, para inicio da obra
30/05/2016 - Em negociação da contra partida com jardim botânico, para inicio da obra
23/05/2016 - Em negociação da contra partida com jardim botanico, para inicio da obra
16/05/2016 - Em negociação da contra partida com jardim botanico, para inicio da obra
09/05/2016 - Em negociação da contra partida com jardim botânico, para inicio da obra
02/05/2016 - Em negociação da contra partida com jardim botanico, para inicio da obra
25/04/2016 - Em negociação da contra partida com jardim botanico, para inicio da obra
18/04/2016 - Em negociação da contra partida com jardim botanico, para inicio da obra
11/04/2016 - Em negociação da contra partida com jardim botanico, para inicio da obra
04/04/2016 - Em negociação da contra partida com jardim botanico, para inicio da obra
21/03/2016 - Em negociação da contra partida com jardim botânico, para inicio da obra.
14/03/2016 - Em negociação da contra partida com jardim botânico, para inicio da obra.
10/03/2016 - Em negociação da contra partida com jardim botânico, para inicio da obra.
01/03/2016 - Em negociação da contra partida com jardim botânico, para inicio da obra.
02/02/2016 - Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico
11/01 -  Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico
06/01 -  Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico.
14/12 -  Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico.
07/12 - Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico.
30/11 -  Ligth negou o compartilhamento, custo do acesso aproximadamente 190mil, custo mensal do EILD 10mil - será enviado ao comercial para definir qual caminho será trabalhado.
16/11 -  Ligth negou o compartilhamento, custo do acesso aproximadamente 190mil, custo mensal do EILD 10mil - será enviado ao comercial para definir qual caminho será trabalhado.
09/11 - Ligth negou o compartilhamento, custo do acesso aproximadamente 190mil, custo mensal do EILD 10mil - será enviado ao comercial para definir qual caminho será trabalhado.
03/11 - Reunião com a Ligth em 03/11 para fechamento do projeto de compartilhamento.
26/10 - Protocolo junto a Ligth previsto para 28/10. Em paralelo aguardando comercial aprovar cotação de EILD.
19/10 - Aguardando novo orçamento para trecho em MND, previsto para 20/10. Em paralelo aguardando comercial aprovar cotação de EILD.
16/10 - RJO: Fornecedor informou novo prazo para protocolo em 23/10.
13/10 - Projeto será protocolado no Ligth até 14/10.
05/10 - Projeto será protocolado no Ligth até 13/10
28/09 - Projeto será protocolado no Ligth até 05/10.
24/09 - A empreiteira ainda não deu retorno sobre esse protocolo.
14/09 - Projeto será protocolado no Ligth até 23/09.
25/08 - Vistoria realizada em 21/08, em protocolo junto a prefeitura do RJ até 04/09.
17/08 - Vistoria agendada para 21/08.
05/08 - Em emissão da OS  para o fornecedor, emissão até 07/08.
27/07 - Em emissão de PC para execução de vistoria.
27/07 - Recebida VTA da Comercial.
20/07 - Enviada OS para Engenharia. Pendente envio de VTA (Comercial)"
RJAC000009;cancelado;16/06/2016;16/06/2016;0;0532/2016/DC/4600;9956;"16/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
RJL2000011;pend. implantação;20/07/2015;16/06/2016;0;063/2015/DC/4600;9957;"16/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

08/06/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
06/06/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
30/05/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
23/05/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
16/05/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
09/05/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
02/05/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
25/04/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
18/04/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
11/04/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída.
04/04/2016 - RJ: Em negociação da contra partida com jardim botanico ,- BH: Obra concluída
21/03/2016 - RJ: Em negociação da contra partida com jardim botânico, para inicio da obra. - BH: Obra concluída
14/03/2016 - (RJ X BH) RJ: Em negociação da contra partida com jardim botânico, para inicio da obra. - BH: Obra concluída
10/03/2016 - (RJ X BH) RJ: Em negociação da contra partida com jardim botânico, para inicio da obra. - BH: Obra concluída
01/02/2016 - Em negociação da contra partida com jardim botânico, para inicio da obra. - BH: Obra concluída
11/01 -  RJ: Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico. BH: Obra concluída, aguardando OS definitiva para instalação do CPE.
06/01 -  RJ: Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico. BH: Obra concluída, aguardando OS definitiva para instalação do CPE.
14/12 -  RJ: Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico. BH: Obra concluída, aguardando OS definitiva para instalação do CPE.
07/12 - RJ: Aguardando retorno da Petcom sobre licenciamento em área do Jardim Botânico. BH: Obra concluída, aguardando OS definitiva para instalação do CPE.
30/11 - RJO:  Ligth negou o compartilhamento, custo do acesso aproximadamente 190mil, custo mensal do EILD 10mil - será enviado ao comercial para definir qual caminho será trabalhado. - BH: Em obra conclusão até 30/11. - BH: Acesso concluído.
16/11 - RJO:  Ligth negou o compartilhamento, custo do acesso aproximadamente 190mil, custo mensal do EILD 10mil - será enviado ao comercial para definir qual caminho será trabalhado. - BH: Em obra conclusão até 30/11.
09/11 - RJO:  Ligth negou o compartilhamento, custo do acesso aproximadamente 190mil, custo mensal do EILD 10mil - será enviado ao comercial para definir qual caminho será trabalhado. - BH: Em obra conclusão até 30/11.
03/11 - RJO: Reunião com a Ligth em 03/11 para fechamento do projeto de compartilhamento.BH:  Aguardando conclusão da obra.
26/10 - RJO: Protocolo junto a Light será em 28/10. Em paralelo aguardando comercial aprovar cotação de EILD.  BH: Em agendamento para realizar fusões de FO.
19/10 - RJO: Aguardando novo orçamento para trecho em MND, previsto para 20/10. Em paralelo aguardando comercial aprovar cotação de EILD.  BH:  aguardando definição do parceiro para utilização do cabo óptica última milha (Cemig - 3 km ou Prodabel 21 km com certificação da PSG)
16/10 - RJO: Fornecedor informou novo prazo para protocolo em 23/10.
13/10 - RJO protocolo de licenciamento até 13/10. BH acesso concluído, pendente fusões de FO.
28/09 - RJO protocolo de licenciamento até 05/10 - BH programado início de obra para 02/10.
21/09 - RJO protocolo de licenciamento até 23/09.BH aguardando cronograma de execução do fornecedor.
14/09 - RJO: Projeto será protocolado no Ligth até 23/09. BHE: Aguardando cronograma de execução do fornecedor previsto para até 18/09.
25/08 - Vistoria no RJ realizada em 21/08, protocolo junto a prefeitura do RJ até 04/09, vistoria em BH realizada, projeto até 04/09.
17/08 - Vistoria RJ e BH agendada para 21/08.
05/08 - Em emissão da OS  para o fornecedor, emissão até 07/08.
27/07 - Em emissão de PC para execução de vistoria.
27/07 - Recebida VTA pela Comercial.
20/07 - Enviada OS para Engenharia. Pendente envio de VTA (Comercial)."
RJL2000011;cancelado;16/06/2016;16/06/2016;0;0533/2016/DC/4600;9957;"16/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
RSAC000002;pend. comercial;22/03/2016;16/06/2016;0;;;"16/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

08/06/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
06/06/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
31/05/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
25/05/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
11/05/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
02/05/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
26/04/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
18/04/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
11/04/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
04/04/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
29/03/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,
22/03/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE,"
RSAC000002;cancelado;16/06/2016;16/06/2016;0;0534/2016/DC/4600;9958;"16/06/2016 - Recebida OSO de cancelamento de ativação do circuito.

Acesso construído:
Valor: R$"
RSAC000002;pend. implantação;20/07/2015;22/03/2016;0;057/2015/DC/4600;9958;"14/03/2016 - Obra concluída, aguardando OS definitiva para instalação de CPE, pendente jumper na PROCERGS previsto para semana do dia 14/03.
10/03/2016 - Em obra, pevisto conclusão para 14/03.
01/03/2016 - Em obra
02/02/2016 - Em mobilização para início de obra, programado para 15/02, conclusão 25/02.
11/01 - Contrato com o fornecedor ok. Inicio da execução da obra a partir do dia 19/01.
06/01 - Contrato com o fornecedor ok. Inicio da execução da obra até dia 15/01.
16/12 - Cronograma previsto para a primeira semana de janeiro
14/12 - Aguardando cronograma de obra.
07/12 - Aguardando cronograma de obra.
30/11 - Aguardando cronograma de execução.
23/11 -Aguardando cronograma de execução.
16/11 - Aguardando licenciamento, em paralelo contrato com o fornecedor em andamento.
09/11 - Aguardando licenciamento, em paralelo contrato com o fornecedor em andamento.
03/11 - Aguardando licenciamento para execução.
26/10 - Aguardando data do protocolo, previsto iniciar obra após assinatura de contrato em andamento.
19/10 - Aguardando data do protocolo, previsto iniciar obra após o protocolo.
13/10 - Protocolo de licenciamento será em 19/10, obra será iniciada após o protocolo sem a liberação do licenciamento (previsto 5 dias de obra).
02/10 - O orçamento será enviado no dia 05/10 e o restante da documentação de projeto no dia 07/10.
01/10 - Projeto foi aprovado. O Fornecedor irá enviar o orçamento até o dia 07/10.
28/09 - Projeto em análise da Eng. de Acesso, previsto análise até 02/10.
21/09 - Projeto em análise da Eng. de Acesso. (será aberto contrato de rede metropolitana).
14/09 - Aguardando entrega do projeto, previsto até 16/09.
01/09 - Vistoria agendada para 02/09.
25/08 - Em agendamento de vistoria para até 04/09.
17/08 - Sem contrato com fornecedor de FO, será utilizado FO da Procergs, alinhar com Passos se terá negociação junto a PSG para fazer lançamento interno e interligação com a rede Procergs.
05/08 - Em emissão da OS  para o fornecedor, emissão até 07/08.
27/07 - Em emissão de PC para execução de vistoria.
27/07 - Recebida VTA pela Comercial
20/07 - Enviada OS para Engenharia. Pendente envio de VTA (Comercial)"
SCL2000002;pend. implantação;20/07/2016;04/08/2016;0;0123/2016/DC/4600;14645;"27/07/2016 - No aguardo do teste de RFC pela fornecedora de EILD.

20/07/2016 - Devolvido para Implantação em virtude da equipe de dados ter que efetuar mudança no acesso, retirando do SWAC para RTED"
SCL2000002;em ativação;04/08/2016;09/08/2016;0;;;"09/08/2016 - Agendada ativação com o cliente para 09/08 as 10h30min.
05/08/2016 - Em configuração
04/08/2016 - Handover realizado para operação, com pendências solucionadas em 04/08."
SCL2000002;agendado;09/08/2016;10/08/2016;0;0123/2016/DC/4600;14645;"12/08/2016 - Cliente validou a ativação do circuito.

10/08/2016 - Circuito ativado. Cliente irá por o link em produção para testes.

09/08/2016 - Agendada ativação com o cliente para 09/08 as 10h30min."
SCL2000002;ativado;10/08/2016;12/08/2016;200;0123/2016/DC/4600;14645;"12/08/2016 - Cliente validou a ativação do circuito.

10/08/2016 - Circuito ativado. Cliente irá por o link em produção para testes."
SCL2000002;em ativação;30/06/2016;20/07/2016;0;;;"20/07/2016 - Devolvido para Implantação em virtude da equipe de dados ter que efetuar mudança no acesso, retirando do SWAC para RTED
30/06/2016 - Realizado Handover"
SCL2000002;pend. implantação;29/01/2016;30/06/2016;0;0123/2016/DC/4600;14645;"30/06/2016 - Realizado handover para operação.
27/06/2016 - FNS: Em mobilização para início de obra, previsto início para 27/06 conclusão até 30/06 (indicativo de greve da ELS de 27/06 á 29/06) pode prejudicar - PAE: Concluído. - previsto handover para 30/06.
20/06/2016 - PAE: EDD entregue no escritório regional de Porto Alegre, previsto instalação até 22/06. - FNS: Pendente autorização da ELS para lançamento de cabo óptico na estação Telebras (ELS) na ponta cliente acesso concluído.
13/06/2016: PAE: Acesso concluído, EDD sendo enviado em 14/06, previsão de instalação até 17/06. - FNS: Ponta Telebras, pendente aprovação da ELS, ponta SERPRO, previsto conclusão do acesso para 14/06, CPE Telebras previsto instalação para 15/06.
08/06/2016 - FNS: Aguardando reunião Telebras e ELS para encaminharmos PPI para equipe ELS. - PAE: Obra concluída.
06/06/2016 - FNS: Vistoria na ELS sendo realizada em 06/06 - PAE: Obra concluída.
02/06/2016 - FNS: Resolvendo ressalvas do PPI com o SERPRO. Vistoria na ponta Telebras (Eletrosul) marcada para segunda, 8/6,  PAE: Obra concluída.

01/06/2016 - FNS: Ponta Serpro em mobilização para início de obra previsto para 03/06. - Ponta Telebras: aguardando liberação de acesso ELS. - POA: Acesso concluído.
30/05/2016 - FNS: Em mobilização para início da obra ponta cliente, na ponta Telebras (ELS) aguardando disponibilidade da ELS. - PAE: Obra concluída.
23/05/2016 - FNS: Vistoria no cliente Serpro agendado para 25/05, na ponta Telebras (ELS) aguardando disponibilidade da ELS. - PAE: Obra concluída.
16/05/2016 - FNS: Em agendamento de vistoria com fornecedor de EILD (BrFibra)
11/05/2016 - FNS: Em contratação do fornecedor de EILD (BRFibra)- PAE: Obra concluída.
02/05/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Obra concluída.
25/04/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Obra concluída.
18/04/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Obra concluída.
11/04/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Obra concluída.
04/04/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Obra concluída.
28/03/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Obra concluída.
23/03/2016 - OS e VTA enviadas para engenharia
21/03/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Obra concluída.
14/03/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Obra concluída, pendente jumper.
10/03/2016 - FNS: Em contratação do fornecedor de EILD - PAE: Em obra.
01/03/2016 - FNS: Em viabilidade de EILD - PAE: Em obra
01/02/2016 - Enviado OS e VT para engenharia."
SPL2000001;em ativação;26/08/2016;00/00/0000;0;;;"26/08/2016 - Em configuração
26/08/2016 - Realizado handover para operação."
