Cliente;Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
;CEBL000002;desativado;27/04/2015;28/04/2015;0;01653/2014/DC/4600;7977;"08/05 - Retirado o jumper do DIO de rua
28/04 - Desativado circuito"
;CEBL000004;em ativação;28/11/2013;10/12/2013;0;;;
;CEBL000004;ativado;10/12/2013;11/12/2013;500;0783/2013/DC/4600;;
;CEBL000004;desativado;13/04/2015;13/04/2015;0;01638/2015/DC/4740;7759;
;CEBL000004;pend. implantação;28/11/2013;28/11/2013;0;;;
BRSULNET TELECOM LTDA - EPP;RSBL000019;pend. cliente;18/05/2016;00/00/0000;0;;;"07/06/2016 - Aguardando projeto de abordagem desde 18/05.
31/05/2016 - Aguardando projeto de abordagem desde 18/05.
24/05/2016 - Solicitado projeto de abordagem do cliente.
18/05/2016 - Solicitado projeto de abordagem do cliente."
;RSBL000019;pend. implantação;12/05/2016;18/05/2016;0;0391/2016/DC/4600;18307;12/05/2016 - Enviadas OS e VTA para Engenharia
BRT COMÉRCIO DE PRODUTOS DE INFORMÁTICA LTDA - ME;TOBL000011;pend. cliente;05/02/2016;04/03/2016;0;;;"03/03/2016 - Fusões realizadas pelo cliente no dia 03/03/2016
29/02/2016 - Aguardando cliente realizar fusões na caixa de emenda Telebras. Atividade agendada para o dia 03/03/2016.
16/02/2016 - Aguardando PROA cliente
05/02/2016 - Aguardando PROA cliente"
;TOBL000011;pend. implantação;04/03/2016;04/03/2016;0;;;"04/03/2016 - Projeto elaborado
04/03/2016 - Em elaboração de projeto lógico pela GERT"
;TOBL000011;alteração de acesso;05/02/2016;05/02/2016;160;0113/2016/DC/4600;14790;"05/02/2016 - Enviada OS e VTA para Engenharia
Alteração de acesso de Rádio Telebras para FO Cliente "
;TOBL000011;upgrade;05/02/2016;07/03/2016;220;0014/2016/DC/4600;14790;"07/03/2016 - Cliente migrou de rádio Telebras para FO do cliente e ampliou a banda para 220 Mbps.
05/02/2016 - Enviada OS e VTA para Engenharia Alteração de acesso de Rádio Telebras para FO Cliente / Fazer ampliação de banda após concluída a troca de acesso"
;TOBL000011;em ativação;04/03/2016;07/03/2016;0;0014/2016/DC/4600;15546;"07/03/2016 - Cliente migrou de rádio Telebras para FO do cliente e ampliou a banda para 220 Mbps.
04/03/2016 - Em ativação"
;TOBL000011;mudança de configuração;20/01/2016;12/02/2016;160;0051/2016/DC/4600;14229;"12/02/2016 - Concluída a atividade de inclusão de bloco IPV6 - 2804:2cdc::/32
11/02/2016 - Solicitada a configuração e ativação.
20/01/2016 - Inclusão de bloco IPV6 - 2804:2cdc::/32."
;TOBL000011;upgrade;25/07/2013;13/08/2014;90;01249/2014/DC/4600;;
;TOBL000011;em ativação;29/01/2013;14/03/2013;0;;;
;TOBL000011;upgrade;29/08/2014;17/11/2014;140;01395/2014/DC/4600;;
;TOBL000011;upgrade;22/05/2013;18/07/2013;60;514/2013/DC/4600;;
;TOBL000011;upgrade;20/03/2015;20/03/2015;160;01596/2014/DC/4600;7266;
;TOBL000011;upgrade;27/03/2013;22/05/2013;50;294/2013/DC/4600;;
;TOBL000011;upgrade;18/07/2013;25/07/2013;80;524/2013/DC/460;;
;TOBL000011;ativado;14/03/2013;27/03/2013;40;014/2011/DC/4600;;
;TOBL000011;pend. implantação;29/01/2013;29/01/2013;0;;;
;TOBL000011;upgrade;13/08/2014;29/08/2014;100;01283/2014/DC/4600;;
;TOBL000049;pend. cliente;14/10/2015;13/11/2015;0;;;"03/11 - Aguardando projeto de rádio cliente.
27/10 - Aguardando projeto de rádio cliente.
20/10 - Aguardando projeto de rádio cliente.
14/10 - Aguardando projeto de rádio cliente."
;TOBL000049;pend. implantação;07/10/2015;14/10/2015;0;01926/2015/DC/4600;11844;"14/10 - Solicitado projeto de rádio ao cliente
07/10 - Encaminhada OS e VTA para Engenharia."
;TOBL000049;desativado;17/03/2016;17/05/2016;0;0197/2016/DC/4600;15859;"17/05/2016 - Circuito desativado.
17/03/2016 - Desativação de circuito"
;TOBL000049;alteração para AS;26/11/2015;18/01/2016;60;01993/2015/DC/4600;12935;"18/01 - Mudança de rota estática para BGP concluída.
14/01 - Projeto OK, solicitada a Topologia no NOC.
26/11 - Pedido liberação para os nossos fornecedores. 
26/11 - Recebida OS da Comercial. "
;TOBL000049;em ativação;13/11/2015;18/11/2015;0;;;"18/11 - Ativação concluída.
17/11 - Em ativação, realizado handover em 13/11.
13/11 - Realizado handover para operação."
;TOBL000049;ativado;18/11/2015;18/11/2015;60;01926/2015/DC/4600;11844;18/11 - Cliente ativado.
BYAL TELECOM LTDA. - EPP;BAP2000003;pend. cliente;09/03/2016;00/00/0000;0;;;"05/04/2016 - Aguardando projeto de abordagem cliente
29/03/2016 - Aguardando projeto de abordagem cliente
21/03/2016 - Aguardando projeto de abordagem cliente
15/03/2016 - Aguardando projeto de abordagem cliente
09/03/2016 - Aguardando projeto de abordagem cliente"
;BAP2000003;pend. cliente;12/04/2016;00/00/0000;0;;;"07/06/2016 - Aguardando projeto de abordagem cliente desde 09/03. Realizado jumper na ALOG.
30/05/2016 - Aguardando projeto de abordagem cliente desde 09/03. Realizado jumper na ALOG.
23/05/2016 - Aguardando projeto de abordagem cliente desde 09/03. Realizado jumper na ALOG.
11/05/2016 - Aguardando projeto de abordagem cliente desde 09/03. Agendado jumper na ALOG para 17/05.
03/05/2016 - Aguardando projeto de abordagem cliente desde 09/03.
26/04/2016 - Aguardando projeto de abordagem cliente desde 09/03.
19/04/2016 - Aguardando projeto de abordagem cliente
12/04/2016 - Aguardando projeto de abordagem cliente"
;BAP2000003;pend. implantação;02/03/2016;08/03/2016;0;0158/2016/DC/4600;15491;"08/03/2016 - Solicitado Projeto de abordagem cliente
03/03/2016 - Encaminhadas OS e VTA para Engenharia."
;BAP2000003;mudança de configuração;11/04/2016;11/04/2016;0;0253/2016/DC/4600;15491;"11/04/2016 - Recebido a correção de designação
De: BAL2000021
Para: BAP2000003"
C M C NOGUEIRA INFORMATICA LTDA;MABL000031;upgrade;30/09/2015;02/10/2015;70;01917/2015/DC/4600;11667;
;MABL000031;pend. implantação;28/07/2015;03/08/2015;0;1804/2015/DC/4600;10107;"29/07 - Enviados documentos para Engenharia. 
28/07- Recebida OS e VTA da Comercial"
;MABL000031;pend. cliente;03/08/2015;10/08/2015;0;;;03/08 - Aguardando cliente realizar fusões de FO.
;MABL000031;pend. implantação;10/08/2015;13/08/2015;0;;;10/08 - Agendado jumper pela Telebras para 11/08, ativação até 14/08.
;MABL000031;em ativação;13/08/2015;14/08/2015;0;01804/2015/DC/4600;10107;"13/08 - Cliente configurado e em ativação.
13/08 - Realizado handover para ativação."
;MABL000031;ativado;14/08/2015;14/08/2015;50;01804/2015/DC/4600;10107;14/08 - Cliente ativado.
;MABL000031;upgrade;15/02/2016;16/02/2016;90;0122/2016/DC/4600;14947;16/01/16 - Ampliação de Banda de 70 para 90 Mbps
C M S MARTINS - ME;MABL000029;alteração para AS;15/01/2016;09/03/2016;400;0036/2016/DC/4600;14142;"09/03/2016 - Configuração e ativação executada.
02/02/2016 - Agendada migração para 03/02 as 10h - Mudança de Rota Estática para BGP."
;MABL000029;pend. cliente;17/06/2015;13/08/2015;0;;;"10/08 - Aguardando cliente realizar fusões de FO na caixa de EO Telebras.
21/07 - Cliente informou em 07/07 que vai atrasar o lançamento da sua rede aérea devido a atraso do contrato de locação de postes junto a concessionário de energia local, estamos aguardando cliente realizar as fusões de FO.
22/06 - Aguardando cliente executar fusões de FO
17/06 - Aguardando projeto de abordagem cliente."
;MABL000029;upgrade;13/01/2016;14/01/2016;400;0029/2016/DC/4600;14095;14/01 - Ampliação de banda de 200 para 400 Mbps
;MABL000029;pend. implantação;17/06/2015;17/06/2015;0;01731/2015/DC/4600;9024;17/06 - Enviado OS e VT para Engenharia de Acesso
;MABL000029;trânsito;10/05/2016;20/05/2016;400;0373/2016/DC/4600;18027;10/05/2016 - Inclusão de Transito: AS: 264941 / IPV4: 168.232.132/22 / IPV6: 2804:3048::/32
;MABL000029;em ativação;13/08/2015;25/08/2015;0;01731/2015/DC/4600;9024;"25/08 - Cliente ativado.
21/08 - Agendada ativação para 15:00 horas.
13/08 - Realizado handover para ativação."
;MABL000029;ativado;25/08/2015;25/08/2015;100;01731/2015/DC/4600;9024;
;MABL000029;upgrade;30/10/2015;30/11/2015;200;01959/2015/DC/4600;12390;30/10 - Ampliação de banda de 100 para 200 Mbps
C P SARMENTO - ME;MABL000034;em ativação;22/09/2015;01/10/2015;0;;;"01/10 - Cliente solicitou o adiamento para 06/10.
29/09 - Agendado com o cliente para 01/10
22/09 - Handover para operação"
;MABL000034;em ativação;24/11/2015;02/12/2015;0;;10447;"02/12 - Em contato com o cliente o mesmo não está preparado para a ativação do circuito. Demanda com pendência do cliente.
27/11 - Agendado ativação para 30/11 as 09h30min
24/11 - Pendência cliente para ativação, realizado handover em 22/09."
;MABL000034;pend. cliente;02/12/2015;11/12/2015;0;01826/2015/DC/4600;10447;"11/12 - Circuito ativado

11/12 - Cliente arrumou a energia no local

08/12 - Cliente ainda encontra-se com falta de energia. Será feito retorno mais tarde.
07/12 - Cliente está com problemas de energia. Pediu retorno em 08/12. 
04/12 - Tentativa de contato com cliente sem sucesso.
03/12 - Agendada ativação para 03/12/2015 as 10h30min. Cliente continua sem estar preparado para ativação do circuito.
02/12 - Em contato com o cliente o mesmo não está preparado para a ativação do circuito. Demanda devolvida para a comercial."
;MABL000034;ativado;11/12/2015;11/12/2015;100;01826/2015/DC/4600;10447;11/12 - Cliente ativado
;MABL000034;pend. implantação;12/08/2015;14/08/2015;0;01826/2015/DC/4600;10447;"12/08 - Solicitado a Liberação do As junto aos peerings
12/08 - Encaminhada OS e VTA para a Engenharia"
;MABL000034;pend. cliente;02/09/2015;15/09/2015;0;;;"08/09 - Aguardando cliente realizar fusões na caixa de EO Telebras.
02/09 - Aguardando cliente realizar fusões na caixa de EO Telebras.
14/08 - Aguardando projeto de abordagem  do cliente."
;MABL000034;pend. cliente;01/10/2015;19/11/2015;0;;;"19/11 - Cliente pediu para retornar contato daqui  1 a 2 meses (19/01/2016) para fazer a adequação da rede. Demanda encaminhada para a Área Comercial.

17/11 - Pendência cliente para ativação, realizado handover em 22/09.
12/11 - Em contato com Sr. Ronildo (98) 99189 6361 / (98) 98241-2897 o mesmo informa que enlace de rádio não foi alinhado e que não ha possibilidade de ativar o ccto no momento e pede rotorno na segunda feira dia 16/11/2015.
27/10 - Pendência cliente para concluir ativação.
20/10 - Pendência cliente - Sr. Ronildo (98) 98241-2897 informou que seus equipamentos já chegaram e pede 2 dias para poder montar.
14/10 - Cliente informou que chegou parte do equipamento. Retornar 16/10.
06/10 - Cliente informou que o equipamento não chegou.
01/10 - Cliente solicitou o adiamento para 06/10."
;MABL000034;pend. implantação;15/09/2015;22/09/2015;0;;;15/09 - Em agendamento do jumper com técnico Telebras, previsto para 21/09.
;MABL000034;pend. comercial;19/11/2015;24/11/2015;0;01826/2015/DC/4600;10447;19/11 - Cliente pediu para retornar contato daqui  1 a 2 meses (19/01/2016) para fazer a adequação da rede. Demanda encaminhada para a Área Comercial.
C. S. TAVARES - ME;TOBL000039;pend. implantação;01/04/2015;02/04/2015;0;OS - 01628/2015/DC/4600;7523;"02/04 - Solicitado revisão de OS/VTA pelo comercial
02/04 - Encaminhada OS e VTA para Engeharia."
;TOBL000039;pend. implantação;29/04/2015;08/05/2015;0;;;"07/05 - Recebemos revisão do projeto do cliente em 06/05 em análise engenharia.
29/04 - Projeto rádio cliente em análise."
;TOBL000039;pend. cliente;08/05/2015;11/05/2015;0;;;"11/05 - PROA do cliente aprovada
08/05 - Aguardando revisão de PROA."
;TOBL000039;alteração para AS;12/11/2015;18/11/2015;50;1973/2015/DC/4600;12605;"18/11 - Ativação do BGP concluída.
17/11 - Configuração Ok. Agendada a ativação do BGP.
17/11 - Liberado o AS
12/11 - Encaminhada a OS para Engenharia."
;TOBL000039;pend. implantação;11/05/2015;19/05/2015;0;;;"18/05 - Rádio instalado.
12/05 - Em agendamento com o cliente para instalação do rádio no dia 18/05 (disponibilidade do técnico Telebras)"
;TOBL000039;pend. comercial;02/04/2015;23/04/2015;0;;;"23/04 - Encaminhadas OS e VTA retificadas para Engenharia
22/04 (14/04) (02/04) - Aguardando revisão pelo Comercial da OS e VTA - Retificar tipo de acesso e custo."
;TOBL000039;pend. implantação;23/04/2015;23/04/2015;0;;;23/04 - Recebido OS e VTA.
;TOBL000039;em ativação;19/05/2015;25/05/2015;0;;;"19/05 - Handover para a Operação
22/05 - Ativação agendada para 22/05 - 9:00 hs"
;TOBL000039;ativado;25/05/2015;25/05/2015;30;01628/2015/DC/4600;7523;"26/05 - Enviado welcome kit e termo de aceitação para o cliente com cópia para o pós-vendas
25/05 - Circuito ativado junto ao cliente"
;TOBL000039;pend. cliente;23/04/2015;29/04/2015;0;;;23/04 - Aguardando PROA cliente.
;TOBL000039;upgrade;29/07/2015;29/07/2015;50;1806/2015/DC/4600;10132;
C.M & TELECOMUNICACÕES PROVEDOR NET DO BRASIL LTDA - ME;DFBL000009;ativado;09/11/2011;05/03/2012;16;012/2011/DC/4600;;
;DFBL000009;desativado;11/05/2015;11/05/2015;0;01679/2015/DC/4600;8256;11/05 - Recebido OS de Desativação.  foi aberto ocorrência solicitando a desconfiguração do circuito, liberação do AS e retirada do rádio acesso
;DFBL000009;bloqueado;27/03/2012;17/02/2014;0;;;
;DFBL000009;desbloqueado;17/02/2014;19/02/2014;30;;;
;DFBL000009;upgrade;05/03/2012;27/03/2012;30;;;
CAIXA ECONÔMICA FEDERAL;DFL2000039;pend. implantação;24/05/2016;00/00/0000;0;0429/2016/DC/4600;18885;"06/06/2016 - Goiânia: Em elaboração do plano de emenda de áquarius para bandeirantes, aguardando cronograma, previsto atividade até 17/06. - BSB: Acesso concluído, jumper na estação SOF até 10/06.
30/05/2016 - Ponta Brasília, em mobilização para início de obra, previsto conclusão para até dia 03/06."
CAPIXABA TELECOMUNICAÇÃO;ESBL000008;pend. cliente;21/03/2016;13/05/2016;0;;15947;"13/05/2016 - Em ativação.
11/05 /2016 - Agendado instalações dos equipamentos para 12/05.
03/05/2016 - Em análise de PROA pela Eng. Acesso.
26/04/2016 - Agendado para 28/04 vistoria no POP São Mateus.
19/04/2016 - Recebido PROA. PROA em análise pela Eng. Acesso.
12/04/2016 - Cliente solicita esclarecimentos com relação ao preenchimento do PROA.
05/04/2016 - Solicitado projeto de abordagem via rádio. ESSMT0PP001
29/03/2016 - Solicitado projeto de abordagem via rádio. ESSMT0PP001
21/03/2016 - Solicitado projeto de abordagem via rádio. ESSMT0PP001"
;ESBL000008;ativado;13/05/2016;16/05/2016;100;0198/2016/DC/4600;15947;16/05/2016 - Cliente ativado.
;ESBL000008;pend. implantação;18/03/2016;21/03/2016;0;0198/2016/DC/4600;15947;"21/03/2016 - Solicitado projeto de abordagem via rádio. ESSMT0PP001
21/03/2016 - Enviados OS e VTA para Engenharia"
Carolina Online Comunicações Multimídia ;TOBL000020;pend. cliente;31/05/2013;01/08/2013;0;;;
;TOBL000020;ativado;24/06/2014;23/06/2014;0;;;
;TOBL000020;cancelado;30/09/2013;24/06/2014;0;;;
;TOBL000020;pend. comercial;01/08/2013;30/09/2013;0;;;
;TOBL000020;pend. comercial;00/00/0000;31/05/2013;0;;;
CCA - COMANDO DA AERONAUTICA;AMAC000008;pend. comercial;23/05/2016;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para contratração do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
;AMAC000008;pend. implantação;02/05/2016;23/05/2016;0;0143/2016/DC/4600;18602;18/05/16 - Enviada OSO e VTA para Engenharia
;DFAC000058;pend. implantação;09/03/2016;01/04/2016;0;0131/2016/DC/4600;15611;"01/04/2016 - OSO cancelada. Demanda em atendimento pelo circuito DFAC000063
09/03/2016 - Enviada OSO e VTA para Engenharia"
;DFAC000058;cancelado;01/04/2016;01/04/2016;0;0131/2016/DC/4600;15611;01/04/2016 - OSO cancelada. Demanda em atendimento pelo circuito DFAC000063
;DFAC000063;pend. implantação;31/03/2016;05/05/2016;0;0226/2016/DC/4600;16292;"05/05/2016 - Realizado handover para operação
02/05/2016 - Em obra, previsto conclusão do acesso para 04/05.
25/04/2016 - Pagamento da taxa da CEB para acompanhamento de campo programado para hj, previsto dois dias para dar baixa no sistema, previsto cronograma de acompanhamento da CEB para 28/04, será realizada execução sem necessidade de vistoria prévia.
18/04/2016 - Aguardando agendadamento de vistoria da CEB para iniciar a execução, será necessário pagamento de taxa para para realizar a vistoria.
11/04/2016 - Vistoria reagendada, previsto para até 15/04.
04/04/2016 - Em agendamento da vistoria, previsto para 08/04.
31/03/2016 - Enviada OS e VTA para Engenharia"
;DFAC000063;em ativação;05/05/2016;19/05/2016;0;;;"19/05/2016 - Circuito ativado e testado junto com o cliente
05/05/2016 - Realizado handover para operação"
;DFAC000063;ativado;19/05/2016;19/05/2016;300;0226/2016/DC/4600;16292;19/05/2016 - Circuito ativado e testado junto com o cliente
;DFAC000063;pend. comercial;30/03/2016;31/03/2016;0;0226/2016/DC/4600;16292;"31/03/2016 - Retornado OS e VTA para Comercial, solicitando retificação das seguintes informações:

Linha 23: Data prevista para ativação
Linha 25: Tipo de acesso (não é EILD, de acordo com VTA)
Linha 26: Valor do circuito
Linha 37: Cliente é um ASN? Se sim preencher as linhas 39 a 41 Se não, informar blocos de rota estática.
Linha 49: Roteador/Switch Fornecido pela TELEBRAS? (na OS está escrito NÃO, porém pela VTA tem equipamento)
Linha 64: Tipo Acesso: Não é EILD
Linha 64: Proprietário: Não é Terceiro"
;GOAC000002;pend. comercial;11/04/2016;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
23/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
11/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
02/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
26/04/2016 - Aguardando OS definitiva para instação do rádio Telebras.
19/04/2016 - Aguardando OS definitiva para instação do rádio Telebras.
11/04/2016 - Aguardando OS definitiva para instação do rádio Telebras."
;GOAC000002;pend. implantação;09/03/2016;11/04/2016;0;0132/2016/DC/4600;15612;"04/04/2016 - Em projeto para atendimento via rádio Telebras
09/03/2016 - Enviada OSO e VTA para Engenharia"
;MGAC000008;pend. implantação;02/05/2016;00/00/0000;0;0145/2016/DC/4600;18606;"30/05/2016 - Em agendamento de vistoria
23/05/2016 - Em agendamento de vistoria
18/05/16 - Enviada OS e VTA para Engenharia"
;MSAC000002;pend. comercial;16/05/2016;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para contratração do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
;MSAC000002;pend. implantação;02/05/2016;23/05/2016;0;0144/2016/DC/4600;18636;18/05/16 - Enviado OS e VTA para Engenharia
;PAAC000008;pend. comercial;23/05/2016;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para contratração do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
;PAAC000008;pend. implantação;18/05/2016;23/05/2016;0;0140/2016/DC/4600;18637;18/05/16 - Enviada OS e VTA para Engenharia
;PEAC000006;pend. comercial;23/05/2016;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
;PEAC000006;pend. implantação;02/05/2016;23/05/2016;0;0141/2016/DC/4600;18642;18/05/16 - Enviada OSO e VTA para Engenharia
;RNAC000007;pend. comercial;23/05/2016;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para contratração do fornecedor de EILD
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD"
;RNAC000007;pend. implantação;02/05/2016;23/05/2016;0;0139/2016/DC/4600;18643;18/05/16 - Enviada OS e VTA para Engenharia
;RSAC000013;pend. implantação;02/05/2016;00/00/0000;0;0142/2016/DC/4600;18644;"30/05/2016 - Em agendamento de vistoria
23/05/2016 - Em agendamento de vistoria 
18/05/16 - Enviada OS e VTA para Engenharia"
;SPAC000003;pend. comercial;11/04/2016;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
23/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
11/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
02/05/2016 - Aguardando OS definitiva para instação do rádio Telebras.
26/04/2016 - Aguardando OS definitiva para instação do rádio Telebras.
19/04/2016 - Aguardando OS definitiva para instação do rádio Telebras.
11/04/2016 - Aguardando OS definitiva para instação do rádio Telebras."
;SPAC000003;pend. implantação;09/03/2016;11/04/2016;0;0133/2016/DC/4600;15613;"04/04/2016 - Em projeto para atendimento via rádio Telebras
09/03/2016 - Enviada OSO e VTA para Engenharia"
;SPAC000009;pend. comercial;18/04/2016;00/00/0000;0;;;"31/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
23/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
11/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
02/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
26/04/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
19/04/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD."
;SPAC000009;pend. implantação;09/03/2016;18/04/2016;0;0134/2016/DC/4600;15614;"11/04/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD.
04/04/2016 - Aguardando viabilidade de atendimento por EILD
09/03/2016 - Enviada OSO e VTA para Engenharia"
;SPAC000010;pend. implantação;16/05/2016;00/00/0000;0;0146/2016/DC/4600;18512;"30/05/2016 - Aguardando OS definitiva para contratação do fornecedor de EILD
24/05/2016 - Em solicitação de viabilidade de atendimento por EILD.
16/05/2016 - Enviadas OS e VTA para Engenharia"
CEMIG TELECOMUNICAÇÕES S.A.;MGL2000010;pend. comercial;27/06/2013;14/10/2013;0;;;
;MGL2000010;pend. implantação;27/06/2013;27/06/2013;0;;;
;MGL2000010;cancelado;14/10/2013;28/10/2013;0;;;
;MGL2000011;upgrade;05/06/2014;01/07/2014;1750;01125/2014/DC/4600;;
;MGL2000011;downgrade;15/12/2014;04/02/2015;1000;01524/2015/DC/4600;; 
;MGL2000011;upgrade;27/01/2014;05/06/2014;1500;01102/2014/DC/4600;;
;MGL2000011;upgrade;30/08/2013;14/01/2014;1500;00782/2013/DC/4600;;
;MGL2000011;upgrade;28/10/2014;15/12/2014;2500;01438/2013/DC/4600;; 
;MGL2000011;ativado;27/06/2013;20/08/2013;500;497/2013/DC/4400;;
;MGL2000011;upgrade;01/07/2014;26/09/2014;2000;01330/2014/DC/4600;;
;MGL2000011;downgrade;14/01/2014;27/01/2014;1250;00855/2014/DC/4600;;
;MGL2000011;pend. implantação;27/06/2013;27/06/2013;0;;;
;MGL2000011;upgrade;26/09/2014;28/10/2014;2250;01362/2014/DC/4600;;
;MGL2000011;upgrade;20/08/2013;30/08/2013;1000;00656/2013/DC/4600;;
;MGTX000037;pend. implantação;11/01/2016;19/02/2016;0;020/2016/4600;14007;"04/02 - Enviada OS e VTA retificados para Engenharia de Acesso/Engenharia Backbone

29/01 - Solicitado à GPV troca da designação do circuito para TX, tendo em vista tratar-se de circuito via DWDM

12/01 - Enviadas OSO e VTA para Engenharia"
;MGTX000037;ativado;19/02/2016;19/02/2016;10000;0126/2016/4600;14007;19/02/2016 - TX ativado
;MGTX000038;pend. implantação;04/01/2016;29/01/2016;0;0127/2016/DC/4600;14779;"04/02 - Enviado OS e VT Retificados para Engenharia de Acesso/Engenharia Backbone
29/01/2016 - TX ativado"
;MGTX000038;ativado;29/01/2016;29/01/2016;10000;0127/2016/DC/4600;14779;29/01/2016 - TX ativado
;PBTX000001;pend. cliente;27/01/2016;02/02/2016;0;;;27/01 - Aguardando cliente abordar estação Telebras
;PBTX000001;cancelado;02/02/2016;02/02/2016;0;092/2016/DC/4600;13111;02/02 - Cancelado ativação do circuito por tempo indeterminado devido o cliente não ter previsão para instalar os acessos.  Quando o cliente solicitar novamente a rota, será reutilizado a mesma designação e será encaminhado uma nova OS de ativação
;PBTX000001;pend. implantação;03/12/2015;04/12/2015;0;01997/2015/DC/4600;13111;03/12 - Recebido VT e OS corrigida.  Enviado VT e OS para Engenharia
;PBTX000001;pend. implantação;04/12/2015;27/01/2016;0;;;"27/01 - Aguardando cliente abordar estação Telebras
27/01 - Projeto de DW concluído
04/12 - Em projeto de DWDM"
;PETX000035;pend. cliente;27/01/2016;02/02/2016;0;;;27/01 - Aguardando cliente abordar estação Telebras
;PETX000035;cancelado;02/02/2016;02/02/2016;0;090/2016/DC/4600;;02/02 - Cancelado ativação do circuito por tempo indeterminado devido o cliente não ter previsão para instalar os acessos.  Quando o cliente solicitar novamente a rota, será reutilizado a mesma designação e será encaminhado uma nova OS de ativação
;PETX000035;pend. implantação;03/12/2015;27/01/2016;0;01998/2015/DC/4600;13114;"27/01 - Projeto de DW concluído
04/12 - Em projeto de DWDM
03/12 - Recebido VT e OS corrigida.  Enviado VT e OS para Engenharia"
;RNTX000002;pend. cliente;27/01/2016;02/02/2016;0;;;27/01 - Aguardando cliente abordar estação Telebras
;RNTX000002;cancelado;02/02/2016;02/02/2016;0;091/2016/DC/4600;13116;02/02 - Cancelado ativação do circuito por tempo indeterminado devido o cliente não ter previsão para instalar os acessos.  Quando o cliente solicitar novamente a rota, será reutilizado a mesma designação e será encaminhado uma nova OS de ativação
;RNTX000002;pend. implantação;03/12/2015;27/01/2016;0;01999/2015/DC/4600;;"27/01 - Projeto de DW concluído
04/12 - Em projeto de DwDM
03/12 - Recebido VT e OS corrigida.  Enviado VT e OS para Engenharia"
CENTRO GESTOR E OPERACIONAL DO SISTEMA DE PROTEÇÃO DA AMAZÔNIA;AMBL000007;agendado;28/04/2016;05/05/2016;0;0075/2016/DC/4600;14579;"05/05/2016 - Cliente ativado.
03/05/2016 - Cliente ativado - Em contato com Amilton 92 3303-6691, fomos informados que eles acharam o desempenho do acesso a internet um pouco insatisfatório para 50Mbps. O NOC não encontrou nenhum problema na rede que justificasse a possível lentidão informada. Nova tentativa será feita ás 15:00 do dia 04/05/2016 para validar a ativação. 
29/04/2016 - Agendada a ativação para 14:00 hs.
28/04/2016 - Configuração executada."
;AMBL000007;ativado;05/05/2016;05/05/2016;50;0075/2016/DC/4600;14579;05/05/2016 - Cliente ativado.
;AMBL000007;pend. implantação;29/01/2016;28/04/2016;0;0075/2016/DC/4600;14579;"28/04/2016 - Handover para operação.
26/04/2016 - Obra concluída, aguardando fornecedor de EILD regularizar as configurações de seus equipamentos, previsão de conclusão para hoje 26/04.
18/04/2016: Jumper na PRODAM ok, aguardando cronograma de obra do fornecedor de EILD para obra no CENSIPAM.
11/04/2016 - Agendado com fornecedor de EILD para executar jumper interno na PRODAM entre equipamento Telebras e Axxes para 14/04. Vistoria no cliente em agendamento, previsto para até 15/04.
04/04/2016 - Ponta Telebras - previsto abordagem na estação Telebras para 11/04 - Ponta cliente: Em agendamento de vistoria
28/03/2016 - Em contratação do fornecedor de EILD, previsto fechamento do contrato até 30/03.
21/03/2016 -  Em contratação do fornecedor de EILD, previsto contrato para 21/03.
14/03/2016 - Em contratação do fornecedor de EILD.
07/03/2016 - Em aprovação da contratação do fornecedor de EILD.
03/02/2016 - Em viabilidade para atendimento por EILD.
29/01/2016 - Encaminhadas OS e VTA para a Engenharia."
